name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review
Sleek Williamsburg Apartment With Gym,55824930147,verified,Amy,Brooklyn,Williamsburg,40.7084,-73.94488,United States,US,0,flexible,Private room,2018,985.0,197.0,1.0,2.0,2019-05-18
A Sweet Retreat in Bedstuy,14638227325,unconfirmed,Cat,Brooklyn,Bedford-Stuyvesant,40.69389,-73.94317,United States,US,0,strict,Private room,2012,50.0,10.0,3.0,0.0,
Large Studio Doorman Elevator 5241,80258369919,unconfirmed,Jeremy & Laura,Manhattan,Midtown,40.75629,-73.96548,United States,US,0,flexible,Entire home/apt,2011,706.0,141.0,30.0,0.0,
Bright Spacious Full Floor Fort Greene Apartment,35748303937,verified,Blacky,Brooklyn,Fort Greene,40.69722,-73.97204,United States,US,0,flexible,Entire home/apt,2016,1025.0,205.0,3.0,2.0,2019-03-25
Modern renovated 1 BR in the heart of Manhattan,51895822647,unconfirmed,Kel,Manhattan,Upper East Side,40.76218,-73.96633,United States,US,1,moderate,Entire home/apt,2021,1022.0,204.0,1.0,26.0,2019-06-29
RM#2-Bright room w/balcony 30 mins NYC & airports,2105191209,verified,Deborah,Queens,Jamaica Hills,40.71686,-73.79742,United States,US,0,strict,Private room,2018,1125.0,225.0,2.0,25.0,2019-07-07
"Sharp UES 2BR w/Indoor pool, Doorman + City views by Blueground",23923065646,unconfirmed,Blueground,Manhattan,Midtown,40.75901,-73.96198,United States,US,0,strict,Entire home/apt,2010,647.0,129.0,30.0,0.0,
LUXURY PRVT ROOM NEAR PROSPECT PARK,11590345961,unconfirmed,Stephanie,Brooklyn,Kensington,40.6376,-73.97386,United States,US,0,strict,Private room,2010,121.0,24.0,1.0,0.0,
Stylish 1 Bedroom in the heart of Brooklyn,70831059346,verified,Mary,Brooklyn,Crown Heights,40.66854,-73.95857,United States,US,1,flexible,Entire home/apt,2008,480.0,96.0,2.0,9.0,2019-06-25
Quiet Mid-Century Modern Apartment,13235484661,verified,Ashlin,Manhattan,Upper West Side,40.77995,-73.98464,United States,US,1,strict,Entire home/apt,2015,994.0,199.0,2.0,3.0,2019-04-29
Best Nest.,82271432128,unconfirmed,Jackie,Manhattan,Upper East Side,40.76335,-73.96831,United States,US,1,moderate,Private room,2014,371.0,74.0,1.0,0.0,
Cozy bedroom minutes to Manhattan,45194946787,verified,Dafni,Queens,Astoria,40.76837,-73.92712,United States,US,1,strict,Private room,2017,681.0,136.0,2.0,4.0,2019-06-29
Cozy room with private entrance in Harlem.,46914014563,verified,George,Manhattan,Harlem,40.80521,-73.95137,United States,US,1,strict,Private room,2014,54.0,11.0,1.0,14.0,2019-06-19
Hidden GEM in the CENTRAL location,55170261068,unconfirmed,Maria,Manhattan,West Village,40.73957,-74.00241,United States,US,0,moderate,Entire home/apt,2012,728.0,146.0,2.0,4.0,2019-05-07
Room in Heart of NYC Art & Nightlife !,94576997494,verified,Mick,Manhattan,Nolita,40.72214,-73.99675,United States,US,1,strict,Private room,2009,230.0,46.0,3.0,9.0,2019-06-07
Brooklyn Two Bedroom APT near the TRAIN,67038037558,verified,Vlad,Brooklyn,Kensington,40.64265,-73.98355,United States,US,0,flexible,Entire home/apt,2004,929.0,186.0,3.0,2.0,2019-05-30
Crash Space in BK for your NYC Adventure!,56677629632,unconfirmed,Eric,Brooklyn,Crown Heights,40.67302,-73.92134,United States,US,0,moderate,Shared room,2021,62.0,12.0,2.0,1.0,2019-02-20
The Projects Gallery,88182673585,verified,Sam,Brooklyn,Fort Greene,40.68495,-73.97438,United States,US,1,strict,Private room,2012,1039.0,208.0,4.0,0.0,
Beautiful big ROOM/Safe&comfortable/ near LG& JFK,84196629438,verified,Jay/Carolina Bastidas Family,Brooklyn,Cypress Hills,40.68446,-73.87801,United States,US,1,moderate,Private room,2003,289.0,58.0,4.0,10.0,2019-06-26
Excellent apartment/ awesome location,73552406568,verified,Jordan,Brooklyn,South Slope,40.66736,-73.98508,United States,US,0,moderate,Entire home/apt,2003,1001.0,200.0,5.0,0.0,
lower east side home,8097180783,verified,Xu,Manhattan,Lower East Side,40.7127,-73.98854,United States,US,0,strict,Private room,2015,336.0,67.0,4.0,9.0,2019-06-23
Bedroom in middle of BK! Great location!,18067693823,verified,Katya,Brooklyn,Bushwick,40.69266,-73.92058,United States,US,0,flexible,Private room,2017,649.0,130.0,1.0,0.0,
Huge room in Creative Colorful Modern apartment,88572866602,unconfirmed,Brooke,Brooklyn,Bedford-Stuyvesant,40.69619,-73.94242,United States,US,0,flexible,Private room,2007,888.0,178.0,1.0,6.0,2019-04-28
TWO BEDROOM APARTMENT IN BEAUTIFUL BED-STUY,19811907788,verified,Nick,Brooklyn,Bedford-Stuyvesant,40.69493,-73.94483,United States,US,1,moderate,Entire home/apt,2007,514.0,103.0,3.0,4.0,2019-06-30
Cozy Quaint Brooklyn Apartment,38376988813,verified,Skylar,Brooklyn,Crown Heights,40.67111,-73.92237,United States,US,0,moderate,Entire home/apt,2017,476.0,95.0,2.0,11.0,2019-07-07
"Cozy space, centrally located!",94291928440,verified,Martin,Manhattan,Kips Bay,40.73951,-73.98216,United States,US,1,moderate,Entire home/apt,2017,253.0,51.0,30.0,0.0,
"SPACIOUS Floor-Through Loft in Flatiron, NYC",75167263043,unconfirmed,Anika,Manhattan,Gramercy,40.73833,-73.98943,United States,US,1,moderate,Entire home/apt,2009,53.0,11.0,2.0,2.0,2019-05-05
LARGE 2 Bedroom Midtown Manhattan Apartment!,88677234577,unconfirmed,Ethan,Manhattan,Hell's Kitchen,40.76262,-73.98865,United States,US,0,strict,Entire home/apt,2011,509.0,102.0,1.0,7.0,2019-07-04
"Comfortable, Quiet, close to Airports, Manhattan",74383704768,unconfirmed,J,Queens,Maspeth,40.73218,-73.89633,United States,US,0,flexible,Private room,2010,368.0,74.0,1.0,0.0,
Washington Suite at Incentra Village Hotel,56337668380,unconfirmed,Incentra,Manhattan,West Village,40.73672,-74.00539,United States,US,0,moderate,Private room,2014,679.0,136.0,1.0,3.0,2019-07-01
Tabor Room at Incentra Village Hotel,94411203426,unconfirmed,Incentra,Manhattan,West Village,40.73697,-74.00343,United States,US,1,strict,Private room,2015,237.0,47.0,1.0,2.0,2019-05-26
Lahore Suite at Incentra Village House,88387252425,verified,Incentra,Manhattan,West Village,40.73897,-74.00346,United States,US,1,strict,Private room,2009,809.0,162.0,1.0,3.0,2019-05-19
One stop away manhattan #2,70612631363,verified,Tina,Brooklyn,Williamsburg,40.70738,-73.95569,United States,US,0,flexible,Private room,2008,511.0,102.0,2.0,26.0,2019-06-29
Glorious Bedstuy: Large room with a work station.,27737389078,unconfirmed,Beauty,Brooklyn,Bedford-Stuyvesant,40.69433,-73.9432,United States,US,0,flexible,Private room,2022,62.0,12.0,1.0,22.0,2019-07-07
Brownstone Brooklyn with a View,63553002864,verified,Beka And Strat,Brooklyn,Prospect-Lefferts Gardens,40.65814,-73.9588,United States,US,1,strict,Private room,2014,682.0,136.0,2.0,3.0,2019-06-23
LES is more,91962838586,verified,Law,Manhattan,Lower East Side,40.71701,-73.98874,United States,US,1,moderate,Entire home/apt,2021,638.0,128.0,1.0,14.0,2019-07-02
Pacheco’s House.,22886445271,unconfirmed,Adrian,Brooklyn,Prospect-Lefferts Gardens,40.65447,-73.9616,United States,US,1,flexible,Private room,2019,824.0,165.0,2.0,6.0,2019-05-20
Bedstuy Blues: Room for one or two,6176519837,verified,Beauty,Brooklyn,Bedford-Stuyvesant,40.69315,-73.94191,United States,US,1,moderate,Private room,2020,725.0,145.0,1.0,39.0,2019-07-06
Stylish West Village Artists Studio Penthouse,93977833114,unconfirmed,Duane,Manhattan,West Village,40.73674,-74.00556,United States,US,0,moderate,Entire home/apt,2020,603.0,121.0,30.0,0.0,
Uptown Riverside Drive Apartment,13836823284,verified,Ana,Manhattan,Harlem,40.82666,-73.95175,United States,US,0,strict,Private room,2017,511.0,102.0,3.0,1.0,2019-04-21
Cozy Greenpoint Getaway,40957853271,unconfirmed,Paulina,Brooklyn,Greenpoint,40.72912,-73.95203,United States,US,0,flexible,Private room,2008,530.0,106.0,3.0,4.0,2019-06-30
Stylish apartment in a Brooklyn brownstone,55007298650,verified,Patrick,Brooklyn,Bedford-Stuyvesant,40.68597,-73.93873,United States,US,1,flexible,Entire home/apt,2012,1034.0,207.0,5.0,4.0,2019-07-01
Enjoy privacy & comfort in Washington Heights 1BR,63337676570,unconfirmed,Angela,Manhattan,Washington Heights,40.85197,-73.92853,United States,US,1,strict,Entire home/apt,2009,1161.0,232.0,1.0,4.0,2019-03-24
Cozy Room in Ridgewood/Bushwick! 25 Mins to NYC,82134058876,verified,John,Queens,Ridgewood,40.70833,-73.91039,United States,US,1,strict,Private room,2016,1013.0,203.0,3.0,3.0,2019-06-24
Convenient 2 bedroom apt near Times Sq. 1C,53758993869,verified,John,Manhattan,Hell's Kitchen,40.75393,-73.99667,United States,US,0,flexible,Entire home/apt,2013,1034.0,207.0,3.0,2.0,2019-05-26
Room Nearby train station to Times Square NYC,51718561328,unconfirmed,Blanca,Queens,Long Island City,40.75204,-73.9226,United States,US,0,flexible,Private room,2014,828.0,166.0,3.0,14.0,2019-06-29
3 bedroom apartment 10m away from Times Sq. 2C,52556069212,verified,John,Manhattan,Hell's Kitchen,40.75572,-73.99509,United States,US,1,flexible,Entire home/apt,2021,362.0,72.0,3.0,1.0,2019-03-12
Rare 1BR Artist's Apt. Chinatown-L. Italy-NoLita,50188898827,verified,Di Di,Manhattan,Nolita,40.71996,-73.99548,United States,US,0,strict,Entire home/apt,2011,190.0,38.0,2.0,5.0,2019-04-14
LARGE BEDROOM IN BRONX DOWN THE BLOCK FROM 2 TRAIN,1378673062,verified,Camille,Bronx,Wakefield,40.88805,-73.86451,United States,US,1,strict,Private room,2012,476.0,95.0,1.0,0.0,
East Williamsburg Quiet Getaway or Workspace,67621518341,verified,Reesey,Brooklyn,Williamsburg,40.71536,-73.93662,United States,US,0,moderate,Private room,2015,56.0,11.0,1.0,10.0,2019-05-07
✤ NEWLY RENOVATED ✤ TOP LOCATION ✤,54258413834,verified,Yara,Manhattan,Hell's Kitchen,40.76332,-73.9915,United States,US,1,flexible,Entire home/apt,2008,1008.0,202.0,2.0,11.0,2019-06-21
Upper West Side 1BR w/ Doorman + Gym by Blueground,71746724491,verified,Blueground,Manhattan,Upper West Side,40.7813,-73.97927,United States,US,0,flexible,Entire home/apt,2015,391.0,78.0,30.0,0.0,
"Spacious Midtown East 1BR w/ Balcony, Gym, Doorman by Blueground",26875098931,verified,Blueground,Manhattan,Murray Hill,40.7493,-73.97376,United States,US,0,moderate,Entire home/apt,2006,379.0,76.0,30.0,0.0,
"Crisp Heart of Chelsea Studio, w/ Roofdeck + Gym, by Blueground",15196091208,unconfirmed,Blueground,Manhattan,Chelsea,40.74112,-73.99483,United States,US,0,moderate,Entire home/apt,2004,281.0,56.0,30.0,0.0,
NYC - PRIVATE room in Bay Ridge.,37258622445,verified,Jim,Brooklyn,Bay Ridge,40.62955,-74.02429,United States,US,1,flexible,Private room,2012,1110.0,222.0,6.0,3.0,2019-04-21
Sunnyside room mins to Times Square & JFK.,54041969794,verified,Kazuya,Queens,Sunnyside,40.74658,-73.92007,United States,US,0,moderate,Private room,2003,892.0,178.0,30.0,1.0,2019-04-22
Brooklyn artistic studio apartment!,678282059,verified,James And Laureta,Brooklyn,Bedford-Stuyvesant,40.68396,-73.95267,United States,US,0,strict,Entire home/apt,2012,587.0,117.0,1.0,14.0,2019-06-10
PRIVATE bath &  entrance in hip Greenpoint,11601919877,verified,Jacqueline,Brooklyn,Greenpoint,40.7293,-73.95075,United States,US,0,flexible,Private room,2015,866.0,173.0,21.0,1.0,2019-07-01
Amazing Apt in West Village NYC,93251884292,verified,Lorena,Manhattan,West Village,40.73938,-74.00176,United States,US,0,strict,Entire home/apt,2018,703.0,141.0,6.0,4.0,2019-07-05
Red Door Townhouse — Heart of The Upper East Side,77629298554,unconfirmed,Jennifer,Manhattan,Upper East Side,40.77202,-73.95821,United States,US,0,flexible,Private room,2010,115.0,23.0,1.0,11.0,2019-06-20
Large Bedroom with Private Entrance,56373079379,unconfirmed,Maddy,Brooklyn,Greenpoint,40.73446,-73.9523,United States,US,1,moderate,Private room,2005,488.0,98.0,14.0,0.0,
Brooklyn palace,78969562847,unconfirmed,Raphael,Brooklyn,Williamsburg,40.7085,-73.94966,United States,US,1,flexible,Private room,2022,821.0,164.0,1.0,1.0,2019-03-11
Spacious 1 Bedroom in the Heart of Williamsburg,23712783674,verified,Austin,Brooklyn,Williamsburg,40.71415,-73.93857,United States,US,1,strict,Entire home/apt,2009,623.0,125.0,1.0,5.0,2019-05-27
Brand New!XL 1 BR!Prime Midtown~Elv bldg~BestValue,82611345877,unconfirmed,Izi,Manhattan,Hell's Kitchen,40.76099,-73.99554,United States,US,0,flexible,Entire home/apt,2019,696.0,139.0,30.0,0.0,
sweet room to relax,80922883550,unconfirmed,Yesenia,Brooklyn,Bushwick,40.69169,-73.90429,United States,US,1,strict,Private room,2012,401.0,80.0,1.0,3.0,2019-04-20
comfortable room for guests,63673446701,unconfirmed,Yesenia,Brooklyn,Bushwick,40.68991,-73.90495,United States,US,1,strict,Private room,2014,934.0,187.0,1.0,8.0,2019-04-10
NEW renovated bathroom & Private backyard,14004722904,verified,Hiroki,Queens,Elmhurst,40.74503,-73.87099,United States,US,0,strict,Private room,2008,1070.0,214.0,30.0,0.0,
Large Private Bedroom Near Tons Of Transit!,45267461075,unconfirmed,Yuval,Queens,Ridgewood,40.70896,-73.8956,United States,US,0,moderate,Private room,2003,1171.0,234.0,30.0,2.0,2019-05-04
"Chic Private Bedroom in Ridgewood, NY by 3 Trains!",10668677093,verified,Yuval,Queens,Ridgewood,40.70892,-73.89502,United States,US,1,strict,Private room,2016,157.0,31.0,30.0,0.0,
"Bold & Beautiful Private Bedroom, Ridgewood Queens",60152568340,unconfirmed,Yuval,Queens,Ridgewood,40.70813,-73.89664,United States,US,1,flexible,Private room,2011,170.0,34.0,30.0,2.0,2019-06-07
"Trendy Private Room in Prime NY, 3 Train Nearby!",70966694498,verified,Yuval,Queens,Ridgewood,40.70727,-73.89627,United States,US,1,flexible,Private room,2013,132.0,26.0,30.0,0.0,
"Stylish Private Bedroom in Ridgewood, NY",60673328241,unconfirmed,Yuval,Queens,Ridgewood,40.70906,-73.89511,United States,US,1,moderate,Private room,2015,324.0,65.0,30.0,1.0,2019-03-28
"Duplex apartment near JFK,  LGA, train & the city",36485566893,unconfirmed,Christina,Queens,Astoria,40.75605,-73.91341,United States,US,1,flexible,Entire home/apt,2007,722.0,144.0,1.0,4.0,2019-06-03
"Private Room in Bushwick, Brooklyn",58294833935,unconfirmed,Nathalie,Brooklyn,Bushwick,40.70188,-73.9258,United States,US,0,flexible,Private room,2005,830.0,166.0,1.0,2.0,2019-06-16
Grand Central 1 bedroom apartment,45028435572,unconfirmed,Stefy,Manhattan,Midtown,40.75337,-73.97334,United States,US,1,flexible,Entire home/apt,2012,479.0,96.0,2.0,7.0,2019-06-23
TIMES SQUARE!!! COZY PRIVATE ROOM  (for up to 3)!,48512501990,verified,Marccelo Gabriel,Manhattan,Theater District,40.76282,-73.98236,United States,US,1,flexible,Private room,2006,559.0,112.0,1.0,27.0,2019-06-23
Bronx,79306702277,verified,Hiroki,Bronx,Kingsbridge,40.88474,-73.90321,United States,US,1,moderate,Private room,2009,948.0,190.0,30.0,0.0,
A Place for Pet Lovers,2554605617,verified,Jackson,Brooklyn,Flatbush,40.64612,-73.9608,United States,US,1,flexible,Private room,2014,337.0,67.0,1.0,7.0,2019-05-31
Hidden 2 Bedrm Gem in SOBRO! Minutes to NYC!,2184447217,unconfirmed,Julio,Bronx,Longwood,40.82671,-73.90643,United States,US,1,moderate,Entire home/apt,2007,506.0,101.0,2.0,7.0,2019-06-30
The Luxury Spot!  Brooklyn Prime Location!,75871131987,unconfirmed,Yaevette,Brooklyn,Crown Heights,40.67066,-73.94801,United States,US,0,flexible,Entire home/apt,2017,309.0,62.0,3.0,2.0,2019-06-30
Water Front Duplex with Amazing Views and Parking.,12652443985,unconfirmed,Alex,Brooklyn,Bay Ridge,40.6348,-74.03788,United States,US,1,flexible,Entire home/apt,2014,1054.0,211.0,28.0,0.0,
Rare Gem - Modern Lux Studio,38912116756,unconfirmed,Niky,Manhattan,Financial District,40.70399,-74.00662,United States,US,0,strict,Entire home/apt,2005,666.0,133.0,2.0,13.0,2019-07-01
Huge Private Room near Central Park with KEY,38592813240,unconfirmed,Kiara,Manhattan,East Harlem,40.80801,-73.94011,United States,US,1,strict,Private room,2015,333.0,67.0,1.0,14.0,2019-06-27
Romantic Top Floor Brownstone in Crown Heights,76413438369,unconfirmed,Kendrick,Brooklyn,Crown Heights,40.66978,-73.95009,United States,US,0,flexible,Entire home/apt,2009,1077.0,215.0,1.0,10.0,2019-06-18
CITY VIEWS LARGE APARTMENT,7941143513,unconfirmed,Maria,Manhattan,Flatiron District,40.74189,-73.99019,United States,US,1,moderate,Entire home/apt,2019,904.0,181.0,3.0,14.0,2019-07-02
Extra Large Room Close to Midtown,79206989220,unconfirmed,Marlon,Manhattan,East Harlem,40.7996,-73.94216,United States,US,1,strict,Private room,2015,64.0,13.0,5.0,2.0,2019-06-22
LUXURY 2 BR WITH PRIVATE PATIO IN CHELSEA-WEST21ST,24572037068,unconfirmed,Pranjal,Manhattan,Chelsea,40.74119,-73.99536,United States,US,0,moderate,Entire home/apt,2020,133.0,27.0,30.0,0.0,
Warm Cozy Home W/Backyard,79999522393,verified,Derrik,Brooklyn,East Flatbush,40.65134,-73.94309,United States,US,0,strict,Private room,2003,408.0,82.0,1.0,0.0,
Get away for the weekend in a cozy private room,70465395246,unconfirmed,Jurany,Manhattan,Morningside Heights,40.80511,-73.95824,United States,US,1,moderate,Private room,2008,707.0,141.0,3.0,0.0,
Central Location in NYC - Walk to Central Park,20575919491,unconfirmed,Florentino,Manhattan,East Harlem,40.80108,-73.94602,United States,US,0,moderate,Private room,2015,951.0,190.0,1.0,9.0,2019-05-25
Charming Studio in Brooklyn Heights,75381989839,unconfirmed,Caroline,Brooklyn,Brooklyn Heights,40.69757,-73.99335,United States,US,1,flexible,Entire home/apt,2012,552.0,110.0,1.0,1.0,2019-03-13
Brooklyn spacious Bedroom (D) close to the Subways,73639603298,verified,Nubia,Brooklyn,Bushwick,40.68587,-73.9082,United States,US,1,moderate,Private room,2019,96.0,19.0,2.0,23.0,2019-07-02
NYC like Home !,24688206576,verified,Elizabeth,Manhattan,Upper East Side,40.77189,-73.94694,United States,US,1,strict,Entire home/apt,2010,737.0,147.0,7.0,2.0,2019-05-02
Celebrity Central Park townhouse designer's touch.,95505744170,unconfirmed,Jenny,Manhattan,Upper East Side,40.76262,-73.96443,United States,US,0,flexible,Entire home/apt,2021,673.0,135.0,1.0,10.0,2019-06-30
Brooklyn Small but cozy bedroom C close to Subways,96070091076,unconfirmed,Nubia,Brooklyn,Bushwick,40.6872,-73.90895,United States,US,0,moderate,Private room,2005,76.0,15.0,2.0,18.0,2019-06-29
Modern room B into heart of Brooklyn close Subways,75269173960,unconfirmed,Nubia,Brooklyn,Bushwick,40.68772,-73.90808,United States,US,1,flexible,Private room,2003,325.0,65.0,2.0,15.0,2019-06-16
"Quiet private room fabulous apt, perfect location",58500104494,verified,Irina,Manhattan,Upper West Side,40.77422,-73.97778,United States,US,1,strict,Private room,2014,1016.0,203.0,2.0,13.0,2019-06-22
Artist LOFT in East Williamsburg!,39532698539,unconfirmed,Aushra,Brooklyn,Bushwick,40.70218,-73.93582,United States,US,0,strict,Entire home/apt,2010,499.0,100.0,5.0,1.0,2019-03-04
"Elegant & Luxurious, Clean & Cheerful entire house",72917182480,verified,Peter,Staten Island,Stapleton,40.6279,-74.08202,United States,US,1,moderate,Entire home/apt,2009,615.0,123.0,2.0,11.0,2019-07-03
Home away from home lodging #2 with 2 Bed- 2 guest,73348388566,unconfirmed,Vena,Brooklyn,East Flatbush,40.64929,-73.92685,United States,US,0,moderate,Private room,2013,990.0,198.0,1.0,7.0,2019-07-01
Home away from home lodging 3 (2 Beds - 2 guests),41503603956,unconfirmed,Vena,Brooklyn,East Flatbush,40.65015,-73.92803,United States,US,1,flexible,Private room,2007,263.0,53.0,1.0,7.0,2019-06-23
Shared Room - All Female - Great Roommates!,63132802673,verified,Sarah & John @ Bedly,Brooklyn,Crown Heights,40.67652,-73.94016,United States,US,1,strict,Shared room,2022,884.0,177.0,15.0,2.0,2019-05-31
Shared Room: All Male - Coed Apt-Great Roommates,58667807207,unconfirmed,Sarah & John @ Bedly,Brooklyn,Crown Heights,40.67692,-73.94038,United States,US,0,moderate,Shared room,2007,243.0,49.0,20.0,2.0,2019-05-13
"Warm , Beautiful and cozy 1Br in LES",92589029249,unconfirmed,Samia,Manhattan,Two Bridges,40.71257,-73.995,United States,US,0,moderate,Entire home/apt,2014,661.0,132.0,2.0,15.0,2019-07-01
Elevated Living in the East Village,28282105162,unconfirmed,Britt,Manhattan,East Village,40.72498,-73.97604,United States,US,0,moderate,Private room,2010,267.0,53.0,1.0,6.0,2019-06-17
Rent my unique 2BR Condo in Prime Williamsburg,11333646495,verified,Dani,Brooklyn,Williamsburg,40.71581,-73.95546,United States,US,0,flexible,Entire home/apt,2005,200.0,40.0,30.0,0.0,
Sun drenched 1 bedroom furnished,72165084811,unconfirmed,Amir,Manhattan,East Harlem,40.80526,-73.93818,United States,US,1,flexible,Entire home/apt,2008,462.0,92.0,14.0,2.0,2019-05-30
WILLIAMSBURG PRIME LOCATION-AMAZING LIGHT!,52125103308,verified,Monica,Brooklyn,Williamsburg,40.71682,-73.95446,United States,US,0,strict,Private room,2017,911.0,182.0,30.0,0.0,
"Modern and  spacious apt in Kips Bay, NYC!",67098661821,verified,Kara,Manhattan,Kips Bay,40.74378,-73.97356,United States,US,0,moderate,Entire home/apt,2015,705.0,141.0,29.0,0.0,
Comfortable stay-beautiful 1 bedroom apt in NYC!,22245080423,unconfirmed,Kara,Manhattan,Kips Bay,40.74361,-73.97523,United States,US,1,strict,Entire home/apt,2004,571.0,114.0,29.0,0.0,
"Gorgeous Studio apt in the heart of Kips Bay, NYC!",88572402391,unconfirmed,Kara,Manhattan,Kips Bay,40.74271,-73.97533,United States,US,1,moderate,Entire home/apt,2021,674.0,135.0,29.0,0.0,
Premium FiDi 1BR w/ Doorman + Wraparound Roofdeck by Blueground,5179551869,verified,Blueground,Manhattan,Financial District,40.70399,-74.00908,United States,US,1,strict,Entire home/apt,2018,127.0,25.0,30.0,0.0,
Cozy bedroom in the best location in New York,55736856878,verified,Coronado,Brooklyn,Williamsburg,40.71084,-73.95875,United States,US,1,flexible,Private room,2008,77.0,15.0,4.0,3.0,2019-06-09
Entire apartment in townhouse,3665043211,unconfirmed,Anwar,Manhattan,Harlem,40.81461,-73.94635,United States,US,1,flexible,Entire home/apt,2006,964.0,193.0,4.0,5.0,2019-05-27
Gorgeous 7BR/3.5BA Bohemian Flat - PRIME LOCATION,57503285750,unconfirmed,Bethany,Brooklyn,Williamsburg,40.71244,-73.9581,United States,US,0,moderate,Entire home/apt,2013,1188.0,238.0,3.0,0.0,
fabulous & large bedroom - East Williamsburg,50279974341,verified,Lily,Brooklyn,Williamsburg,40.71235,-73.93963,United States,US,0,flexible,Private room,2018,453.0,91.0,2.0,9.0,2019-06-14
"Private Studio for Events, Recording & Exhibitions",17458052693,verified,Mariah,Brooklyn,Bushwick,40.68385,-73.90653,United States,US,1,strict,Private room,2007,977.0,195.0,1.0,3.0,2019-05-26
Chic Village Apt!,65192060380,unconfirmed,Bradley,Manhattan,Greenwich Village,40.72847,-74.00094,United States,US,0,moderate,Entire home/apt,2006,64.0,13.0,3.0,0.0,
Apartment,16390575927,unconfirmed,Ruth,Bronx,Longwood,40.81694,-73.89627,United States,US,1,strict,Private room,2005,748.0,150.0,1.0,8.0,2019-05-25
"POSH COBBLE HILL APARTMENT, 5 MINUTES TO MANHATTAN",29492635130,unconfirmed,Hugo,Brooklyn,Carroll Gardens,40.68391,-73.99226,United States,US,0,moderate,Entire home/apt,2005,507.0,101.0,4.0,12.0,2019-07-04
Charming private room in Brownstone apartment,44306900544,verified,Kim,Brooklyn,Cobble Hill,40.68557,-73.99829,United States,US,1,flexible,Private room,2014,445.0,89.0,2.0,11.0,2019-07-01
NEW! Modern 1BR Apartment in Heart of NYC!,46703863651,verified,Joe,Bronx,Throgs Neck,40.8149,-73.81545,United States,US,0,strict,Entire home/apt,2006,500.0,100.0,3.0,1.0,2019-06-09
3rd floor Master Suite,42993094220,unconfirmed,Patricia,Brooklyn,Bushwick,40.69678,-73.90828,United States,US,0,strict,Private room,2008,459.0,92.0,2.0,1.0,2019-06-25
"Nolita (SoHo) - Lovely, brand new apartment",35186934046,unconfirmed,Matthias,Manhattan,Nolita,40.72186,-73.99696,United States,US,1,strict,Entire home/apt,2003,295.0,59.0,2.0,8.0,2019-06-28
Spacious standalone room in the heart of Astoria,92236202478,verified,Larissa,Queens,Astoria,40.75836,-73.9175,United States,US,0,flexible,Private room,2008,1094.0,219.0,2.0,14.0,2019-07-05
"Beautiful, Sunny Private Room in Harlem",73279221691,unconfirmed,Belkis,Manhattan,Harlem,40.8276,-73.94457,United States,US,0,strict,Private room,2017,208.0,42.0,1.0,4.0,2019-06-07
Spacious New Apartment- BROOKLYN,34963695995,verified,Brynlee & Lawrence,Brooklyn,Cypress Hills,40.68632,-73.87792,United States,US,0,moderate,Entire home/apt,2010,394.0,79.0,4.0,10.0,2019-07-03
"PRIVATE BIG ROOM w. Queen Bed, and quiet roommates",58945389967,verified,Bryan,Bronx,Melrose,40.81894,-73.91418,United States,US,1,flexible,Private room,2008,643.0,129.0,2.0,2.0,2019-06-30
Bushwick Brooklyn NY Sunny Apartment,83216711272,unconfirmed,Lakisha,Brooklyn,Bushwick,40.68757,-73.91183,United States,US,0,strict,Entire home/apt,2021,671.0,134.0,1.0,11.0,2019-06-30
"NEW Luxury 1BR, Floor to ceiling windows, balcony",9048075956,verified,Javicia,Brooklyn,Fort Greene,40.68912,-73.97903,United States,US,1,strict,Entire home/apt,2019,1172.0,234.0,25.0,1.0,2019-07-01
15min to Times Square!!  Lux apartment 3 Bedrooms,51476601196,unconfirmed,Lucca & Paula,Queens,Astoria,40.76636,-73.91366,United States,US,0,flexible,Entire home/apt,2016,1107.0,221.0,1.0,12.0,2019-07-04
15min to Times Square !! Charming Bedroom 03,60026893273,verified,Lucca & Paula,Queens,Astoria,40.76514,-73.91212,United States,US,1,strict,Private room,2011,925.0,185.0,1.0,16.0,2019-06-21
Astoria 1 Bedroom Apt 10 minutes from LGA Airport,61700660215,verified,Rich,Queens,Astoria,40.76889,-73.92957,United States,US,0,moderate,Entire home/apt,2017,677.0,135.0,2.0,4.0,2019-06-17
15 minutes to Times Square!!!  Red Lux bedroom,22024654714,unconfirmed,Lucca & Paula,Queens,Astoria,40.76575,-73.91366,United States,US,0,flexible,Private room,2007,649.0,130.0,1.0,21.0,2019-06-09
cozy bedroom 01 in the heart of Astoria- Queens,25561446261,verified,Lucca & Paula,Queens,Astoria,40.76472,-73.91358,United States,US,1,flexible,Private room,2008,710.0,142.0,1.0,14.0,2019-07-07
Sofa-bed in apartment in Astoria! Near Manhattan!,8423488535,unconfirmed,Lucca & Paula,Queens,Astoria,40.76466,-73.91274,United States,US,1,moderate,Shared room,2018,1124.0,225.0,1.0,17.0,2019-06-08
Luxury 1bd in best location (long-term rental),38551893608,verified,Carlos,Manhattan,Hell's Kitchen,40.76188,-73.99925,United States,US,1,flexible,Entire home/apt,2003,919.0,184.0,30.0,0.0,
